0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	6
1	6
2	3
2	3
2	3
2	3
3	116
3	116
3	31
3	31
3	33
3	33
3	4
3	4
3	4
3	4
4	20
4	20
4	33
4	33
4	43
4	43
4	5
4	5
5	163,002
5	163,002
5	163,044
5	163,044
5	163,994
5	163,994
5	164,115
5	164,115
5	164,179
5	164,179
5	164,224
5	164,224
5	164,278
5	164,278
5	528
5	528
5	6
5	6
5	6
5	6
5	6
5	6
5	6
5	6
5	79
5	79
6	42
6	42
8	1,176
8	1,176
8	140
8	140
8	227
8	227
8	262
8	262
8	871
8	871
8	9
8	9
9	10
9	10
9	10
9	10
10	1,699
10	1,699
11	1,404
11	1,404
11	173
11	173
11	246
11	246
12	13
12	13
12	140
12	140
12	234
12	234
13	14
13	14
14	15
14	15
14	15
14	15
15	155
15	155
15	16
15	16
15	203
15	203
15	417
15	417
16	526
16	526
18	19
18	19
19	155
19	155
19	268
19	268
21	22
21	22
22	906
22	906
23	203
23	203
23	24
23	24
23	281
23	281
23	872
23	872
24	154
24	154
24	25
24	25
26	697
26	697
27	101
27	101
28	316
28	316
28	367
28	367
29	149
29	149
29	46
29	46
29	493
29	493
32	33
32	33
32	407
32	407
32	743
32	743
33	1,124
33	1,124
33	34
33	34
34	320
34	320
34	35
34	35
34	947
34	947
35	2,160
35	2,160
35	36
35	36
35	558
35	558
36	1,065
36	1,065
37	713
37	713
37	827
37	827
37	920
37	920
38	399
38	399
38	839
38	839
42	43
42	43
46	841
46	841
51	1,737
51	1,737
52	1,122
52	1,122
55	460
55	460
56	2,315
56	2,315
72	1,135
72	1,135
72	862
72	862
75	181,962
75	181,962
75	182,014
75	182,014
75	183,051
75	183,051
75	183,220
75	183,220
75	183,339
75	183,339
75	183,409
75	183,409
75	183,504
75	183,504
81	3,160
81	3,160
89	1,299
89	1,299
89	832
89	832
91	4,455
91	4,455
94	668
94	668
95	4,628
95	4,628
122	2,776
122	2,776
128	6,015
128	6,015
129	5,543
129	5,543
146	5,870
146	5,870
161	4,287
161	4,287
165	5,833
165	5,833
170	2,649
170	2,649
209	4,609
209	4,609
215	6,510
215	6,510
219	10,899
219	10,899
230	9,061
230	9,061
237	17,816
237	17,816
237	18,137
237	18,137
237	18,286
237	18,286
237	18,383
237	18,383
237	18,527
237	18,527
278	3,865
278	3,865
317	9,941
317	9,941
618	26,508
618	26,508
724	26,968
724	26,968
820	30,705
820	30,705
863	6,067
863	6,067
1,006	129,797
1,006	129,797
1,509	32,716
1,509	32,716
2,071	51,142
2,071	51,142
2,126	112,175
2,126	112,175
2,154	114,694
2,154	114,694
2,416	65,839
2,416	65,839
3,173	141,868
3,173	141,868
4,015	41,520
4,015	41,520
4,784	58,860
4,784	58,860
4,811	60,069
4,811	60,069
5,064	152,793
5,064	152,793
5,554	128,007
5,554	128,007
5,629	73,423
5,629	73,423
5,652	105,230
5,652	105,230
6,091	177,742
6,091	177,742
6,495	219,861
6,495	219,861
6,886	121,146
6,886	121,146
7,343	87,433
7,343	87,433
7,391	194,684
7,391	194,684
7,913	152,686
7,913	152,686
8,091	148,237
8,091	148,237
8,629	155,191
8,629	155,191
8,651	170,543
8,651	170,543
8,747	245,769
8,747	245,769
8,867	250,366
8,867	250,366
9,160	159,515
9,160	159,515
9,272	407,501
9,272	407,501
9,359	181,433
9,359	181,433
9,838	191,576
9,838	191,576
9,890	173,594
9,890	173,594
9,906	152,576
9,906	152,576
9,935	200,630
9,935	200,630
